run_id,topic_id,topic_title,phase,status,run_state,created_at,updated_at
20260518_150133_mlf_015,mlf_015,Regularization: controlling model complexity,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260518_150133_mlf_015"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""mlf_015"",""artifacts"":{""answers"":""runs/20260518_150133_mlf_015/answers.json"",""rewards"":""runs/20260518_150133_mlf_015/rewards.json"",""assessment"":""runs/20260518_150133_mlf_015/assessment.json"",""evaluation"":""runs/20260518_150133_mlf_015/evaluation.json"",""concept_note"":""runs/20260518_150133_mlf_015/concept_note.json"",""refined_note"":""notes/refined/mlf_015_refined.md"",""architect_note"":""runs/20260518_150133_mlf_015/architect_note.json"",""answer_coaching"":""runs/20260518_150133_mlf_015/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""topic_name"":""Regularization: controlling model complexity"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_014""]}",2026-05-18 15:01:33.494415+00,2026-05-18 17:11:50.896687+00
20260518_173232_mlf_016,mlf_016,Threshold tuning and cost-sensitive decisions,abandoned_stale_run,abandoned,"{""phase"":""abandoned_stale_run"",""run_id"":""20260518_173232_mlf_016"",""scores"":{""communication"":null,""conceptual_clarity"":null,""architect_reasoning"":null,""practical_reasoning"":null},""status"":""abandoned"",""topic_id"":""mlf_016"",""artifacts"":{""answers"":""assessments/answers/20260518_173232_mlf_016_answers.json"",""assessment"":""runs/20260518_173232_mlf_016/assessment.json"",""evaluation"":null,""concept_note"":""runs/20260518_173232_mlf_016/concept_note.json"",""refined_note"":null,""architect_note"":""runs/20260518_173232_mlf_016/architect_note.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""topic_name"":""Threshold tuning and cost-sensitive decisions"",""next_action"":""ignored_stale_completed_topic_run"",""prerequisites"":[""mlf_015""],""abandoned_reason"":""Local awaiting run was for a topic already completed in durable progress. It was abandoned automatically so the next unlocked curriculum item can start.""}",2026-05-18 17:32:32.603809+00,2026-06-14 16:42:15.70096+00
20260519_070451_mlf_016,mlf_016,Threshold tuning and cost-sensitive decisions,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260519_070451_mlf_016"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_016"",""artifacts"":{""answers"":""runs/20260519_070451_mlf_016/answers.json"",""rewards"":""runs/20260519_070451_mlf_016/rewards.json"",""assessment"":""runs/20260519_070451_mlf_016/assessment.json"",""evaluation"":""runs/20260519_070451_mlf_016/evaluation.json"",""concept_note"":""runs/20260519_070451_mlf_016/concept_note.json"",""refined_note"":""notes/refined/mlf_016_refined.md"",""architect_note"":""runs/20260519_070451_mlf_016/architect_note.json"",""answer_coaching"":""runs/20260519_070451_mlf_016/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""topic_name"":""Threshold tuning and cost-sensitive decisions"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_015""]}",2026-05-19 07:04:51.414341+00,2026-05-19 08:19:19.480262+00
20260519_160644_mlf_017,mlf_017,Class imbalance handling strategies,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260519_160644_mlf_017"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_017"",""artifacts"":{""answers"":""runs/20260519_160644_mlf_017/answers.json"",""rewards"":""runs/20260519_160644_mlf_017/rewards.json"",""assessment"":""runs/20260519_160644_mlf_017/assessment.json"",""evaluation"":""runs/20260519_160644_mlf_017/evaluation.json"",""concept_note"":""runs/20260519_160644_mlf_017/concept_note.json"",""refined_note"":""notes/refined/mlf_017_refined.md"",""architect_note"":""runs/20260519_160644_mlf_017/architect_note.json"",""answer_coaching"":""runs/20260519_160644_mlf_017/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""topic_name"":""Class imbalance handling strategies"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_016""]}",2026-05-19 16:06:44.344452+00,2026-05-19 18:24:45.591675+00
20260520_053043_mlf_018,mlf_018,Error analysis and model debugging,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260520_053043_mlf_018"",""scores"":{""communication"":4,""conceptual_clarity"":4,""architect_reasoning"":4,""practical_reasoning"":4},""status"":""completed"",""topic_id"":""mlf_018"",""artifacts"":{""answers"":""runs/20260520_053043_mlf_018/answers.json"",""rewards"":""runs/20260520_053043_mlf_018/rewards.json"",""assessment"":""runs/20260520_053043_mlf_018/assessment.json"",""evaluation"":""runs/20260520_053043_mlf_018/evaluation.json"",""concept_note"":""runs/20260520_053043_mlf_018/concept_note.json"",""refined_note"":""notes/refined/mlf_018_refined.md"",""architect_note"":""runs/20260520_053043_mlf_018/architect_note.json"",""answer_coaching"":""runs/20260520_053043_mlf_018/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""topic_name"":""Error analysis and model debugging"",""next_action"":""next_topic"",""prerequisites"":[""mlf_017""]}",2026-05-20 05:30:43.615057+00,2026-05-20 16:28:25.597211+00
20260520_172657_mlf_019,mlf_019,Model interpretability and explainability limits,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260520_172657_mlf_019"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_019"",""artifacts"":{""answers"":""runs/20260520_172657_mlf_019/answers.json"",""rewards"":""runs/20260520_172657_mlf_019/rewards.json"",""assessment"":""runs/20260520_172657_mlf_019/assessment.json"",""evaluation"":""runs/20260520_172657_mlf_019/evaluation.json"",""concept_note"":""runs/20260520_172657_mlf_019/concept_note.json"",""refined_note"":""notes/refined/mlf_019_refined.md"",""architect_note"":""runs/20260520_172657_mlf_019/architect_note.json"",""answer_coaching"":""runs/20260520_172657_mlf_019/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null},""topic_name"":""Model interpretability and explainability limits"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_018""]}",2026-05-20 17:26:58.084549+00,2026-05-22 12:14:49.303259+00
20260522_155857_mlf_020,mlf_020,"ML monitoring: drift, performance, and retraining triggers",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260522_155857_mlf_020"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_020"",""artifacts"":{""answers"":""runs/20260522_155857_mlf_020/answers.json"",""rewards"":""runs/20260522_155857_mlf_020/rewards.json"",""assessment"":""runs/20260522_155857_mlf_020/assessment.json"",""evaluation"":""runs/20260522_155857_mlf_020/evaluation.json"",""concept_note"":""runs/20260522_155857_mlf_020/concept_note.json"",""refined_note"":""notes/refined/mlf_020_refined.md"",""architect_note"":""runs/20260522_155857_mlf_020/architect_note.json"",""answer_coaching"":""runs/20260522_155857_mlf_020/answer_coaching.json"",""practice_result"":""runs/20260522_155857_mlf_020/practice_result.json"",""practice_coaching"":""runs/20260522_155857_mlf_020/practice_coaching.json"",""practice_exercise"":""runs/20260522_155857_mlf_020/practice_exercise.json"",""practice_submission"":""assessments/answers/20260522_155857_mlf_020_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""ML monitoring: drift, performance, and retraining triggers"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_019""]}",2026-05-22 15:58:58.005272+00,2026-05-26 18:16:17.771071+00
20260526_181935_mlf_021,mlf_021,"Validation under time, group, and leakage constraints",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260526_181935_mlf_021"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_021"",""artifacts"":{""answers"":""runs/20260526_181935_mlf_021/answers.json"",""rewards"":""runs/20260526_181935_mlf_021/rewards.json"",""assessment"":""runs/20260526_181935_mlf_021/assessment.json"",""evaluation"":""runs/20260526_181935_mlf_021/evaluation.json"",""concept_note"":""runs/20260526_181935_mlf_021/concept_note.json"",""refined_note"":""notes/refined/mlf_021_refined.md"",""architect_note"":""runs/20260526_181935_mlf_021/architect_note.json"",""answer_coaching"":""runs/20260526_181935_mlf_021/answer_coaching.json"",""practice_result"":""runs/20260526_181935_mlf_021/practice_result.json"",""practice_coaching"":""runs/20260526_181935_mlf_021/practice_coaching.json"",""practice_exercise"":""runs/20260526_181935_mlf_021/practice_exercise.json"",""practice_submission"":""assessments/answers/20260526_181935_mlf_021_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Validation under time, group, and leakage constraints"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_020""]}",2026-05-26 18:19:35.973179+00,2026-05-27 16:26:18.551466+00
20260527_180736_mlf_022,mlf_022,Hyperparameter tuning without fooling yourself,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260527_180736_mlf_022"",""scores"":{""communication"":2,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""mlf_022"",""artifacts"":{""answers"":""runs/20260527_180736_mlf_022/answers.json"",""rewards"":""runs/20260527_180736_mlf_022/rewards.json"",""assessment"":""runs/20260527_180736_mlf_022/assessment.json"",""evaluation"":""runs/20260527_180736_mlf_022/evaluation.json"",""concept_note"":""runs/20260527_180736_mlf_022/concept_note.json"",""refined_note"":""notes/refined/mlf_022_refined.md"",""architect_note"":""runs/20260527_180736_mlf_022/architect_note.json"",""answer_coaching"":""runs/20260527_180736_mlf_022/answer_coaching.json"",""practice_result"":""runs/20260527_180736_mlf_022/practice_result.json"",""practice_coaching"":""runs/20260527_180736_mlf_022/practice_coaching.json"",""practice_exercise"":""runs/20260527_180736_mlf_022/practice_exercise.json"",""practice_submission"":""assessments/answers/20260527_180736_mlf_022_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Hyperparameter tuning without fooling yourself"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_021""]}",2026-05-27 18:07:36.357921+00,2026-05-28 19:15:45.157154+00
20260528_191647_mlf_023,mlf_023,"ROC, PR curves, and operating points",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260528_191647_mlf_023"",""scores"":{""communication"":2,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_023"",""artifacts"":{""answers"":""runs/20260528_191647_mlf_023/answers.json"",""rewards"":""runs/20260528_191647_mlf_023/rewards.json"",""assessment"":""runs/20260528_191647_mlf_023/assessment.json"",""evaluation"":""runs/20260528_191647_mlf_023/evaluation.json"",""concept_note"":""runs/20260528_191647_mlf_023/concept_note.json"",""refined_note"":""notes/refined/mlf_023_refined.md"",""architect_note"":""runs/20260528_191647_mlf_023/architect_note.json"",""answer_coaching"":""runs/20260528_191647_mlf_023/answer_coaching.json"",""practice_result"":""runs/20260528_191647_mlf_023/practice_result.json"",""practice_coaching"":""runs/20260528_191647_mlf_023/practice_coaching.json"",""practice_exercise"":""runs/20260528_191647_mlf_023/practice_exercise.json"",""practice_submission"":""assessments/answers/20260528_191647_mlf_023_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""ROC, PR curves, and operating points"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_022""]}",2026-05-28 19:16:47.451342+00,2026-05-29 15:31:45.830434+00
20260529_153603_mlf_024,mlf_024,Probability calibration and confidence,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260529_153603_mlf_024"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_024"",""artifacts"":{""answers"":""runs/20260529_153603_mlf_024/answers.json"",""rewards"":""runs/20260529_153603_mlf_024/rewards.json"",""assessment"":""runs/20260529_153603_mlf_024/assessment.json"",""evaluation"":""runs/20260529_153603_mlf_024/evaluation.json"",""concept_note"":""runs/20260529_153603_mlf_024/concept_note.json"",""refined_note"":""notes/refined/mlf_024_refined.md"",""architect_note"":""runs/20260529_153603_mlf_024/architect_note.json"",""answer_coaching"":""runs/20260529_153603_mlf_024/answer_coaching.json"",""practice_result"":""runs/20260529_153603_mlf_024/practice_result.json"",""practice_coaching"":""runs/20260529_153603_mlf_024/practice_coaching.json"",""practice_exercise"":""runs/20260529_153603_mlf_024/practice_exercise.json"",""practice_submission"":""assessments/answers/20260529_153603_mlf_024_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Probability calibration and confidence"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_023""]}",2026-05-29 15:36:04.165358+00,2026-05-31 12:42:27.815563+00
20260531_144423_mlf_025,mlf_025,"Data quality, label quality, and sampling bias",evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260531_144423_mlf_025"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""mlf_025"",""artifacts"":{""answers"":""runs/20260531_144423_mlf_025/answers.json"",""rewards"":""runs/20260531_144423_mlf_025/rewards.json"",""assessment"":""runs/20260531_144423_mlf_025/assessment.json"",""evaluation"":""runs/20260531_144423_mlf_025/evaluation.json"",""concept_note"":""runs/20260531_144423_mlf_025/concept_note.json"",""refined_note"":""notes/refined/mlf_025_refined.md"",""architect_note"":""runs/20260531_144423_mlf_025/architect_note.json"",""answer_coaching"":""runs/20260531_144423_mlf_025/answer_coaching.json"",""practice_result"":""runs/20260531_144423_mlf_025/practice_result.json"",""practice_coaching"":""runs/20260531_144423_mlf_025/practice_coaching.json"",""practice_exercise"":""runs/20260531_144423_mlf_025/practice_exercise.json"",""practice_submission"":""assessments/answers/20260531_144423_mlf_025_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Data quality, label quality, and sampling bias"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_024""]}",2026-05-31 14:44:23.763297+00,2026-05-31 18:14:35.817459+00
20260531_181647_checkpoint_ml_architect_001,checkpoint_ml_architect_001,Checkpoint 2: ML Architect Readiness Review,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260531_181647_checkpoint_ml_architect_001"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""revise"",""topic_id"":""checkpoint_ml_architect_001"",""artifacts"":{""answers"":""runs/20260531_181647_checkpoint_ml_architect_001/answers.json"",""rewards"":""runs/20260531_181647_checkpoint_ml_architect_001/rewards.json"",""assessment"":""runs/20260531_181647_checkpoint_ml_architect_001/assessment.json"",""evaluation"":""runs/20260531_181647_checkpoint_ml_architect_001/evaluation.json"",""concept_note"":""runs/20260531_181647_checkpoint_ml_architect_001/concept_note.json"",""refined_note"":""notes/refined/checkpoint_ml_architect_001_refined.md"",""architect_note"":""runs/20260531_181647_checkpoint_ml_architect_001/architect_note.json"",""answer_coaching"":""runs/20260531_181647_checkpoint_ml_architect_001/answer_coaching.json"",""practice_result"":""runs/20260531_181647_checkpoint_ml_architect_001/practice_result.json"",""practice_coaching"":""runs/20260531_181647_checkpoint_ml_architect_001/practice_coaching.json"",""practice_exercise"":""runs/20260531_181647_checkpoint_ml_architect_001/practice_exercise.json"",""practice_submission"":""assessments/answers/20260531_181647_checkpoint_ml_architect_001_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Checkpoint 2: ML Architect Readiness Review"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_025""]}",2026-05-31 18:16:48.266886+00,2026-06-03 18:05:02.354315+00
20260603_180731_checkpoint_ml_architect_001,checkpoint_ml_architect_001,Checkpoint 2: ML Architect Readiness Review,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260603_180731_checkpoint_ml_architect_001"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""revise"",""topic_id"":""checkpoint_ml_architect_001"",""artifacts"":{""answers"":""runs/20260603_180731_checkpoint_ml_architect_001/answers.json"",""rewards"":""runs/20260603_180731_checkpoint_ml_architect_001/rewards.json"",""assessment"":""runs/20260603_180731_checkpoint_ml_architect_001/assessment.json"",""evaluation"":""runs/20260603_180731_checkpoint_ml_architect_001/evaluation.json"",""concept_note"":""runs/20260603_180731_checkpoint_ml_architect_001/concept_note.json"",""refined_note"":""notes/refined/checkpoint_ml_architect_001_refined.md"",""architect_note"":""runs/20260603_180731_checkpoint_ml_architect_001/architect_note.json"",""answer_coaching"":""runs/20260603_180731_checkpoint_ml_architect_001/answer_coaching.json"",""practice_result"":""runs/20260603_180731_checkpoint_ml_architect_001/practice_result.json"",""practice_coaching"":""runs/20260603_180731_checkpoint_ml_architect_001/practice_coaching.json"",""practice_exercise"":""runs/20260603_180731_checkpoint_ml_architect_001/practice_exercise.json"",""practice_submission"":""assessments/answers/20260603_180731_checkpoint_ml_architect_001_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Checkpoint 2: ML Architect Readiness Review"",""next_action"":""retry_same_topic"",""prerequisites"":[""mlf_025""]}",2026-06-03 18:07:31.434774+00,2026-06-03 18:11:23.383584+00
20260603_183042_checkpoint_ml_architect_001,checkpoint_ml_architect_001,Checkpoint 2: ML Architect Readiness Review,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260603_183042_checkpoint_ml_architect_001"",""scores"":{""communication"":4,""conceptual_clarity"":4,""architect_reasoning"":4,""practical_reasoning"":4},""status"":""completed"",""topic_id"":""checkpoint_ml_architect_001"",""artifacts"":{""answers"":""runs/20260603_183042_checkpoint_ml_architect_001/answers.json"",""rewards"":""runs/20260603_183042_checkpoint_ml_architect_001/rewards.json"",""assessment"":""runs/20260603_183042_checkpoint_ml_architect_001/assessment.json"",""evaluation"":""runs/20260603_183042_checkpoint_ml_architect_001/evaluation.json"",""concept_note"":""runs/20260603_183042_checkpoint_ml_architect_001/concept_note.json"",""refined_note"":""notes/refined/checkpoint_ml_architect_001_refined.md"",""architect_note"":""runs/20260603_183042_checkpoint_ml_architect_001/architect_note.json"",""answer_coaching"":""runs/20260603_183042_checkpoint_ml_architect_001/answer_coaching.json"",""practice_result"":""runs/20260603_183042_checkpoint_ml_architect_001/practice_result.json"",""practice_coaching"":""runs/20260603_183042_checkpoint_ml_architect_001/practice_coaching.json"",""practice_exercise"":""runs/20260603_183042_checkpoint_ml_architect_001/practice_exercise.json"",""practice_submission"":""assessments/answers/20260603_183042_checkpoint_ml_architect_001_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Checkpoint 2: ML Architect Readiness Review"",""next_action"":""next_topic"",""prerequisites"":[""mlf_025""]}",2026-06-03 18:30:42.440051+00,2026-06-03 18:33:18.710014+00
20260604_150211_capstone_ml_architect_001,capstone_ml_architect_001,Capstone: Predictive Quality ML Architecture,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260604_150211_capstone_ml_architect_001"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""revise"",""topic_id"":""capstone_ml_architect_001"",""artifacts"":{""answers"":""runs/20260604_150211_capstone_ml_architect_001/answers.json"",""rewards"":""runs/20260604_150211_capstone_ml_architect_001/rewards.json"",""assessment"":""runs/20260604_150211_capstone_ml_architect_001/assessment.json"",""evaluation"":""runs/20260604_150211_capstone_ml_architect_001/evaluation.json"",""concept_note"":""runs/20260604_150211_capstone_ml_architect_001/concept_note.json"",""refined_note"":""notes/refined/capstone_ml_architect_001_refined.md"",""architect_note"":""runs/20260604_150211_capstone_ml_architect_001/architect_note.json"",""answer_coaching"":""runs/20260604_150211_capstone_ml_architect_001/answer_coaching.json"",""practice_result"":""runs/20260604_150211_capstone_ml_architect_001/practice_result.json"",""practice_coaching"":""runs/20260604_150211_capstone_ml_architect_001/practice_coaching.json"",""practice_exercise"":""runs/20260604_150211_capstone_ml_architect_001/practice_exercise.json"",""practice_submission"":""assessments/answers/20260604_150211_capstone_ml_architect_001_practice_submission.json"",""capstone_deliverables"":""runs/20260604_150211_capstone_ml_architect_001/capstone_deliverables.json""},""topic_name"":""Capstone: Predictive Quality ML Architecture"",""next_action"":""retry_same_topic"",""prerequisites"":[""checkpoint_ml_architect_001""]}",2026-06-04 15:02:11.744039+00,2026-06-07 14:38:24.817628+00
20260607_144245_capstone_ml_architect_001,capstone_ml_architect_001,Capstone: Predictive Quality ML Architecture,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260607_144245_capstone_ml_architect_001"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""revise"",""topic_id"":""capstone_ml_architect_001"",""artifacts"":{""answers"":""runs/20260607_144245_capstone_ml_architect_001/answers.json"",""rewards"":""runs/20260607_144245_capstone_ml_architect_001/rewards.json"",""assessment"":""runs/20260607_144245_capstone_ml_architect_001/assessment.json"",""evaluation"":""runs/20260607_144245_capstone_ml_architect_001/evaluation.json"",""concept_note"":""runs/20260607_144245_capstone_ml_architect_001/concept_note.json"",""refined_note"":""notes/refined/capstone_ml_architect_001_refined.md"",""architect_note"":""runs/20260607_144245_capstone_ml_architect_001/architect_note.json"",""answer_coaching"":""runs/20260607_144245_capstone_ml_architect_001/answer_coaching.json"",""practice_result"":""runs/20260607_144245_capstone_ml_architect_001/practice_result.json"",""practice_coaching"":""runs/20260607_144245_capstone_ml_architect_001/practice_coaching.json"",""practice_exercise"":""runs/20260607_144245_capstone_ml_architect_001/practice_exercise.json"",""practice_submission"":""assessments/answers/20260607_144245_capstone_ml_architect_001_practice_submission.json"",""capstone_deliverables"":""runs/20260607_144245_capstone_ml_architect_001/capstone_deliverables.json""},""topic_name"":""Capstone: Predictive Quality ML Architecture"",""next_action"":""retry_same_topic"",""prerequisites"":[""checkpoint_ml_architect_001""]}",2026-06-07 14:42:46.001829+00,2026-06-07 14:48:40.142955+00
20260607_171023_capstone_ml_architect_001,capstone_ml_architect_001,Capstone: Predictive Quality ML Architecture,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260607_171023_capstone_ml_architect_001"",""scores"":{""communication"":3,""conceptual_clarity"":4,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""capstone_ml_architect_001"",""artifacts"":{""answers"":""runs/20260607_171023_capstone_ml_architect_001/answers.json"",""rewards"":""runs/20260607_171023_capstone_ml_architect_001/rewards.json"",""assessment"":""runs/20260607_171023_capstone_ml_architect_001/assessment.json"",""evaluation"":""runs/20260607_171023_capstone_ml_architect_001/evaluation.json"",""concept_note"":""runs/20260607_171023_capstone_ml_architect_001/concept_note.json"",""refined_note"":""notes/refined/capstone_ml_architect_001_refined.md"",""architect_note"":""runs/20260607_171023_capstone_ml_architect_001/architect_note.json"",""answer_coaching"":""runs/20260607_171023_capstone_ml_architect_001/answer_coaching.json"",""practice_result"":""runs/20260607_171023_capstone_ml_architect_001/practice_result.json"",""practice_coaching"":""runs/20260607_171023_capstone_ml_architect_001/practice_coaching.json"",""practice_exercise"":""runs/20260607_171023_capstone_ml_architect_001/practice_exercise.json"",""practice_submission"":""assessments/answers/20260607_171023_capstone_ml_architect_001_practice_submission.json"",""capstone_deliverables"":""runs/20260607_171023_capstone_ml_architect_001/capstone_deliverables.json""},""topic_name"":""Capstone: Predictive Quality ML Architecture"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""checkpoint_ml_architect_001""]}",2026-06-07 17:10:24.168638+00,2026-06-07 17:29:02.798058+00
20260607_173326_mlf_001,mlf_001,What machine learning is actually learning,evaluation_complete,revise,"{""phase"":""evaluation_complete"",""run_id"":""20260607_173326_mlf_001"",""scores"":{""communication"":2,""conceptual_clarity"":2,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""revise"",""topic_id"":""mlf_001"",""artifacts"":{""answers"":""runs/20260607_173326_mlf_001/answers.json"",""rewards"":""runs/20260607_173326_mlf_001/rewards.json"",""assessment"":""runs/20260607_173326_mlf_001/assessment.json"",""evaluation"":""runs/20260607_173326_mlf_001/evaluation.json"",""concept_note"":""runs/20260607_173326_mlf_001/concept_note.json"",""refined_note"":""notes/refined/mlf_001_refined.md"",""architect_note"":""runs/20260607_173326_mlf_001/architect_note.json"",""answer_coaching"":""runs/20260607_173326_mlf_001/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""What machine learning is actually learning"",""next_action"":""retry_same_topic"",""prerequisites"":[]}",2026-06-07 17:33:27.083992+00,2026-06-08 17:32:52.941442+00
20260614_164217_mlf_009,mlf_009,Why accuracy can lie,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260614_164217_mlf_009"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""completed"",""topic_id"":""mlf_009"",""artifacts"":{""answers"":""runs/20260614_164217_mlf_009/answers.json"",""rewards"":""runs/20260614_164217_mlf_009/rewards.json"",""assessment"":""runs/20260614_164217_mlf_009/assessment.json"",""evaluation"":""runs/20260614_164217_mlf_009/evaluation.json"",""concept_note"":""runs/20260614_164217_mlf_009/concept_note.json"",""refined_note"":""notes/refined/mlf_009_refined.md"",""architect_note"":""runs/20260614_164217_mlf_009/architect_note.json"",""answer_coaching"":""runs/20260614_164217_mlf_009/answer_coaching.json"",""practice_result"":""runs/20260614_164217_mlf_009/practice_result.json"",""practice_coaching"":""runs/20260614_164217_mlf_009/practice_coaching.json"",""practice_exercise"":""runs/20260614_164217_mlf_009/practice_exercise.json"",""practice_submission"":""assessments/answers/20260614_164217_mlf_009_practice_submission.json"",""capstone_deliverables"":null},""topic_name"":""Why accuracy can lie"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_008""]}",2026-06-14 16:42:17.731955+00,2026-06-14 18:14:18.948318+00
20260614_181923_mlf_010,mlf_010,Precision vs recall,evaluation_complete,completed,"{""phase"":""evaluation_complete"",""run_id"":""20260614_181923_mlf_010"",""scores"":{""communication"":2,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":2},""status"":""completed"",""topic_id"":""mlf_010"",""artifacts"":{""answers"":""runs/20260614_181923_mlf_010/answers.json"",""rewards"":""runs/20260614_181923_mlf_010/rewards.json"",""assessment"":""runs/20260614_181923_mlf_010/assessment.json"",""evaluation"":""runs/20260614_181923_mlf_010/evaluation.json"",""concept_note"":""runs/20260614_181923_mlf_010/concept_note.json"",""refined_note"":""notes/refined/mlf_010_refined.md"",""architect_note"":""runs/20260614_181923_mlf_010/architect_note.json"",""answer_coaching"":""runs/20260614_181923_mlf_010/answer_coaching.json"",""practice_result"":null,""practice_coaching"":null,""practice_exercise"":null,""practice_submission"":null,""capstone_deliverables"":null},""topic_name"":""Precision vs recall"",""next_action"":""reinforce_and_continue"",""prerequisites"":[""mlf_009""]}",2026-06-14 18:19:24.163741+00,2026-06-20 13:44:06.154632+00
