id,run_id,topic_id,event_type,payload,created_at
84,20260518_173232_mlf_016,mlf_016,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-18 17:32:33.749433+00
85,20260519_070451_mlf_016,mlf_016,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-19 07:04:52.58623+00
86,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:16:24.344533+00
87,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:18:25.562984+00
88,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:22:58.344756+00
89,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:29:12.796841+00
90,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:34:11.492832+00
91,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:36:08.296138+00
92,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:42:35.388276+00
93,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:49:21.051381+00
94,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:57:36.394421+00
95,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 07:59:43.854577+00
96,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 08:10:14.081351+00
97,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 08:15:48.650503+00
98,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 08:16:54.484641+00
99,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 08:17:03.117131+00
100,20260519_070451_mlf_016,mlf_016,draft_verified,"{""weak_count"":0,""partial_count"":2,""likely_average"":3.6,""recommendation"":""Not 4-star ready yet. Improve the partial drafts before final submission."",""four_star_ready"":false,""readiness_average"":3.6}",2026-05-19 08:17:03.499154+00
101,20260519_070451_mlf_016,mlf_016,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 08:18:58.59437+00
102,20260519_070451_mlf_016,mlf_016,evaluation_complete,"{""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""completed"",""decision"":""borderline"",""reward_summary"":{""run_id"":""20260519_070451_mlf_016"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""decision"":""borderline"",""topic_id"":""mlf_016"",""total_xp"":655,""completed"":true,""xp_earned"":40,""xp_policy"":""best_completed_attempt_per_topic"",""best_stars"":3,""topic_title"":""Threshold tuning and cost-sensitive decisions"",""badge_labels"":"""",""stars_earned"":3,""badges_awarded"":[],""policy_version"":""v2_best_completed_attempt_2026_05"",""best_completed_xp"":40,""base_xp_for_attempt"":40,""best_completion_streak"":11,""current_completion_streak"":4},""unlocked_topics"":[""mlf_017""],""practice_summary"":{}}",2026-05-19 08:19:20.647941+00
103,20260519_160644_mlf_017,mlf_017,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-19 16:06:45.533087+00
104,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 17:24:36.892021+00
105,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 17:45:27.597268+00
106,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 17:51:11.138692+00
107,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 17:55:43.140215+00
108,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 18:13:33.201499+00
109,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 18:23:24.987585+00
110,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 18:23:29.666066+00
111,20260519_160644_mlf_017,mlf_017,draft_verified,"{""weak_count"":0,""partial_count"":3,""likely_average"":3.4,""recommendation"":""Not 4-star ready yet. Improve the partial drafts before final submission."",""four_star_ready"":false,""readiness_average"":3.4}",2026-05-19 18:23:30.068472+00
112,20260519_160644_mlf_017,mlf_017,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-19 18:24:29.359303+00
113,20260519_160644_mlf_017,mlf_017,evaluation_complete,"{""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""decision"":""borderline"",""reward_summary"":{""run_id"":""20260519_160644_mlf_017"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""decision"":""borderline"",""topic_id"":""mlf_017"",""total_xp"":695,""completed"":true,""xp_earned"":40,""xp_policy"":""best_completed_attempt_per_topic"",""best_stars"":3,""topic_title"":""Class imbalance handling strategies"",""badge_labels"":"""",""stars_earned"":3,""badges_awarded"":[],""policy_version"":""v2_best_completed_attempt_2026_05"",""best_completed_xp"":40,""base_xp_for_attempt"":40,""best_completion_streak"":11,""current_completion_streak"":5},""unlocked_topics"":[""mlf_018""],""practice_summary"":{}}",2026-05-19 18:24:46.738269+00
114,20260520_053043_mlf_018,mlf_018,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-20 05:30:44.837465+00
115,20260520_053043_mlf_018,mlf_018,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-20 16:27:24.030936+00
116,20260520_053043_mlf_018,mlf_018,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-20 16:27:28.093179+00
117,20260520_053043_mlf_018,mlf_018,draft_verified,"{""weak_count"":1,""partial_count"":2,""likely_average"":3.2,""recommendation"":""Do not submit yet. Fix the weak drafts first."",""four_star_ready"":false,""readiness_average"":3.2}",2026-05-20 16:27:28.48103+00
118,20260520_053043_mlf_018,mlf_018,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-20 16:28:10.831687+00
119,20260520_053043_mlf_018,mlf_018,evaluation_complete,"{""scores"":{""communication"":4,""conceptual_clarity"":4,""architect_reasoning"":4,""practical_reasoning"":4},""status"":""completed"",""decision"":""pass"",""reward_summary"":{""run_id"":""20260520_053043_mlf_018"",""scores"":{""communication"":4,""conceptual_clarity"":4,""architect_reasoning"":4,""practical_reasoning"":4},""decision"":""pass"",""topic_id"":""mlf_018"",""total_xp"":795,""completed"":true,""xp_earned"":100,""xp_policy"":""best_completed_attempt_per_topic"",""best_stars"":4,""topic_title"":""Error analysis and model debugging"",""badge_labels"":""Four-Star Attempt"",""stars_earned"":4,""badges_awarded"":[{""id"":""four_star_attempt"",""label"":""Four-Star Attempt"",""description"":""Produced a strong answer set with 4 or more stars.""}],""policy_version"":""v2_best_completed_attempt_2026_05"",""best_completed_xp"":100,""base_xp_for_attempt"":100,""best_completion_streak"":11,""current_completion_streak"":6},""unlocked_topics"":[""mlf_019""],""practice_summary"":{}}",2026-05-20 16:28:26.780718+00
120,20260520_172657_mlf_019,mlf_019,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-20 17:26:59.269303+00
121,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 09:35:12.073911+00
122,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 09:39:49.542463+00
123,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 10:19:30.553578+00
124,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":4,""partial_count"":0,""likely_average"":1.8,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":1.8,""submit_ready_count"":1}",2026-05-22 10:19:30.943956+00
125,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 10:23:14.735358+00
126,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 10:23:46.072837+00
127,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":3,""partial_count"":1,""likely_average"":2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2,""submit_ready_count"":1}",2026-05-22 10:23:46.468409+00
128,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 10:24:32.917528+00
129,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":3,""partial_count"":1,""likely_average"":2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2,""submit_ready_count"":1}",2026-05-22 10:24:33.309868+00
130,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 10:25:02.548879+00
131,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":3,""partial_count"":0,""likely_average"":2.2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.2,""submit_ready_count"":2}",2026-05-22 10:25:02.935253+00
132,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:26:44.291482+00
133,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:26:49.570734+00
134,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":2,""partial_count"":0,""likely_average"":2.8,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.8,""submit_ready_count"":3}",2026-05-22 11:26:49.963731+00
135,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:42:29.397375+00
136,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:48:29.119477+00
137,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":1,""partial_count"":1,""likely_average"":3.2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":3.2,""submit_ready_count"":3}",2026-05-22 11:48:29.510267+00
138,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:51:31.215944+00
139,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:53:06.501664+00
140,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":1,""partial_count"":0,""likely_average"":3.4,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":3.4,""submit_ready_count"":4}",2026-05-22 11:53:06.896235+00
141,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:56:25.358621+00
142,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":1,""partial_count"":0,""likely_average"":3.4,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":3.4,""submit_ready_count"":4}",2026-05-22 11:56:25.755544+00
143,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:58:02.222456+00
144,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:58:09.861028+00
145,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":1,""partial_count"":0,""likely_average"":3.4,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":3.4,""submit_ready_count"":4}",2026-05-22 11:58:10.253161+00
146,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 11:59:14.970309+00
147,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 12:13:44.857237+00
148,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 12:13:50.810333+00
149,20260520_172657_mlf_019,mlf_019,draft_verified,"{""weak_count"":0,""partial_count"":0,""likely_average"":4,""recommendation"":""Submit-ready for a 4-star attempt. To chase 5, add sharper owner/trigger/action details where relevant."",""four_star_ready"":true,""readiness_average"":4,""submit_ready_count"":5}",2026-05-22 12:13:51.201008+00
150,20260520_172657_mlf_019,mlf_019,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-22 12:14:21.548512+00
151,20260520_172657_mlf_019,mlf_019,evaluation_complete,"{""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""decision"":""borderline"",""reward_summary"":{""run_id"":""20260520_172657_mlf_019"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""decision"":""borderline"",""topic_id"":""mlf_019"",""total_xp"":835,""completed"":true,""xp_earned"":40,""xp_policy"":""best_completed_attempt_per_topic"",""best_stars"":3,""topic_title"":""Model interpretability and explainability limits"",""badge_labels"":"""",""stars_earned"":3,""badges_awarded"":[],""policy_version"":""v2_best_completed_attempt_2026_05"",""best_completed_xp"":40,""base_xp_for_attempt"":40,""best_completion_streak"":11,""current_completion_streak"":7},""unlocked_topics"":[""mlf_020""],""practice_summary"":{}}",2026-05-22 12:14:50.457399+00
152,20260522_155857_mlf_020,mlf_020,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-22 15:58:59.560346+00
153,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 13:11:18.194685+00
154,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 13:17:32.153235+00
155,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 13:24:25.127004+00
156,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 13:29:36.791894+00
157,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 13:29:44.80285+00
158,20260522_155857_mlf_020,mlf_020,draft_verified,"{""weak_count"":2,""partial_count"":2,""likely_average"":2.4,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.4,""submit_ready_count"":1}",2026-05-23 13:29:45.204888+00
159,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 13:30:37.885063+00
160,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:04:25.538972+00
161,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:04:41.209519+00
162,20260522_155857_mlf_020,mlf_020,draft_verified,"{""weak_count"":2,""partial_count"":2,""likely_average"":2.6,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.6,""submit_ready_count"":1}",2026-05-23 14:04:41.608031+00
163,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:05:44.603841+00
164,20260522_155857_mlf_020,mlf_020,draft_verified,"{""weak_count"":2,""partial_count"":2,""likely_average"":2.6,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.6,""submit_ready_count"":1}",2026-05-23 14:05:45.001139+00
165,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:10:57.862961+00
166,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:11:06.556172+00
167,20260522_155857_mlf_020,mlf_020,draft_verified,"{""weak_count"":2,""partial_count"":2,""likely_average"":2.8,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.8,""submit_ready_count"":1}",2026-05-23 14:11:06.954894+00
168,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:42:38.809072+00
169,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:42:44.731324+00
170,20260522_155857_mlf_020,mlf_020,draft_verified,"{""weak_count"":1,""partial_count"":2,""likely_average"":3.2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":3.2,""submit_ready_count"":2}",2026-05-23 14:42:45.132525+00
171,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-23 14:43:25.058096+00
172,20260522_155857_mlf_020,mlf_020,practice_submission_saved,"{""has_result"":true,""exercise_id"":""mlf_020_monitor_mean_shift_v1""}",2026-05-26 18:11:54.491971+00
173,20260522_155857_mlf_020,mlf_020,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-26 18:15:58.821158+00
174,20260522_155857_mlf_020,mlf_020,practice_submission_saved,"{""has_result"":false,""exercise_id"":""mlf_020_monitor_mean_shift_v1""}",2026-05-26 18:15:59.201685+00
175,20260522_155857_mlf_020,mlf_020,evaluation_complete,"{""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""status"":""completed"",""decision"":""borderline"",""reward_summary"":{""run_id"":""20260522_155857_mlf_020"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""decision"":""borderline"",""topic_id"":""mlf_020"",""total_xp"":875,""completed"":true,""xp_earned"":40,""xp_policy"":""best_completed_attempt_per_topic"",""best_stars"":3,""topic_title"":""ML monitoring: drift, performance, and retraining triggers"",""badge_labels"":"""",""stars_earned"":3,""badges_awarded"":[],""policy_version"":""v2_best_completed_attempt_2026_05"",""best_completed_xp"":40,""base_xp_for_attempt"":40,""best_completion_streak"":11,""current_completion_streak"":8},""unlocked_topics"":[""mlf_021""],""practice_summary"":{""passed"":true,""total_tests"":3,""hidden_total"":1,""total_passed"":3,""hidden_passed"":1,""visible_total"":2,""visible_passed"":2}}",2026-05-26 18:16:19.500035+00
176,20260526_181935_mlf_021,mlf_021,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-26 18:19:37.481309+00
177,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 13:59:36.642704+00
178,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 13:59:43.887618+00
179,20260526_181935_mlf_021,mlf_021,draft_verified,"{""weak_count"":4,""partial_count"":0,""likely_average"":1.6,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":1.6,""submit_ready_count"":1}",2026-05-27 13:59:44.314415+00
180,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 14:12:14.379493+00
181,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 14:12:20.265363+00
182,20260526_181935_mlf_021,mlf_021,draft_verified,"{""weak_count"":3,""partial_count"":1,""likely_average"":2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2,""submit_ready_count"":1}",2026-05-27 14:12:20.670331+00
183,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 14:13:02.549241+00
184,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 15:32:00.122993+00
185,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 15:32:41.190971+00
186,20260526_181935_mlf_021,mlf_021,draft_verified,"{""weak_count"":2,""partial_count"":1,""likely_average"":2.6,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.6,""submit_ready_count"":2}",2026-05-27 15:32:41.599296+00
187,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 15:34:37.499152+00
188,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 15:42:19.915256+00
189,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 15:42:37.633019+00
190,20260526_181935_mlf_021,mlf_021,draft_verified,"{""weak_count"":2,""partial_count"":1,""likely_average"":2.8,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":2.8,""submit_ready_count"":2}",2026-05-27 15:42:38.042866+00
191,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 15:47:44.797626+00
192,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 15:48:53.946047+00
193,20260526_181935_mlf_021,mlf_021,draft_verified,"{""weak_count"":1,""partial_count"":1,""likely_average"":3.2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":3.2,""submit_ready_count"":3}",2026-05-27 15:48:56.535032+00
194,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:05:36.072755+00
195,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:06:10.039189+00
196,20260526_181935_mlf_021,mlf_021,draft_verified,"{""weak_count"":0,""partial_count"":1,""likely_average"":3.8,""recommendation"":""Submit-ready for a 4-star attempt. To chase 5, add sharper owner/trigger/action details where relevant."",""four_star_ready"":true,""readiness_average"":3.8,""submit_ready_count"":4}",2026-05-27 16:06:10.426931+00
197,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:09:22.982967+00
198,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:10:39.698+00
199,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:13:11.580361+00
200,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:15:02.95122+00
201,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:17:15.395062+00
202,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:18:07.642407+00
203,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:18:18.566489+00
204,20260526_181935_mlf_021,mlf_021,draft_verified,"{""weak_count"":0,""partial_count"":1,""likely_average"":3.8,""recommendation"":""Submit-ready for a 4-star attempt. To chase 5, add sharper owner/trigger/action details where relevant."",""four_star_ready"":true,""readiness_average"":3.8,""submit_ready_count"":4}",2026-05-27 16:18:18.985084+00
205,20260526_181935_mlf_021,mlf_021,practice_submission_saved,"{""has_result"":true,""exercise_id"":""mlf_021_group_holdout_indices_v1""}",2026-05-27 16:24:25.794773+00
206,20260526_181935_mlf_021,mlf_021,practice_submission_saved,"{""has_result"":true,""exercise_id"":""mlf_021_group_holdout_indices_v1""}",2026-05-27 16:25:23.293919+00
207,20260526_181935_mlf_021,mlf_021,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-27 16:25:44.722156+00
208,20260526_181935_mlf_021,mlf_021,practice_submission_saved,"{""has_result"":false,""exercise_id"":""mlf_021_group_holdout_indices_v1""}",2026-05-27 16:25:45.105322+00
209,20260526_181935_mlf_021,mlf_021,evaluation_complete,"{""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""status"":""completed"",""decision"":""borderline"",""reward_summary"":{""run_id"":""20260526_181935_mlf_021"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":2,""practical_reasoning"":3},""decision"":""borderline"",""topic_id"":""mlf_021"",""total_xp"":915,""completed"":true,""xp_earned"":40,""xp_policy"":""best_completed_attempt_per_topic"",""best_stars"":3,""topic_title"":""Validation under time, group, and leakage constraints"",""badge_labels"":"""",""stars_earned"":3,""badges_awarded"":[],""policy_version"":""v2_best_completed_attempt_2026_05"",""best_completed_xp"":40,""base_xp_for_attempt"":40,""best_completion_streak"":11,""current_completion_streak"":9},""unlocked_topics"":[""mlf_022""],""practice_summary"":{""passed"":true,""total_tests"":3,""hidden_total"":1,""total_passed"":3,""hidden_passed"":1,""visible_total"":2,""visible_passed"":2}}",2026-05-27 16:26:20.724148+00
210,20260527_180736_mlf_022,mlf_022,lesson_started,"{""phase"":""awaiting_user_answers"",""status"":""in_progress"",""selection_mode"":""next_unlocked""}",2026-05-27 18:07:37.889253+00
211,20260527_180736_mlf_022,mlf_022,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-28 17:43:02.704999+00
212,20260527_180736_mlf_022,mlf_022,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-28 17:43:09.135325+00
213,20260527_180736_mlf_022,mlf_022,draft_verified,"{""weak_count"":3,""partial_count"":2,""likely_average"":1.8,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":1.8,""submit_ready_count"":0}",2026-05-28 17:43:09.541984+00
214,20260527_180736_mlf_022,mlf_022,answers_saved,"{""source"":""mission_tab_save"",""answer_count"":5}",2026-05-28 17:44:26.541513+00
