run_id,artifact_type,topic_id,payload,text_payload,created_at,updated_at
20260522_155857_mlf_020,architect_note,mlf_020,"{""topic_id"":""mlf_020"",""common_mistakes"":[""Monitoring only uptime/latency."",""Retraining on a schedule without evidence.""],""production_risks"":[""Humidity distribution shifts after a new drying process, and defect recall drops two weeks later. A good monitor flags feature drift early, tracks prediction shift, and later confirms performance drift when labels arrive."",""Missing controls: input drift monitor, prediction distribution monitor, label/performance monitor.""],""use_case_mapping"":[{""context"":""manufacturing_ai"",""relevance"":""In manufacturing AI, ML monitoring: drift, performance, and retraining triggers affects whether predictions remain reliable for quality, defect, or process decisions.""}],""architect_summary"":""Architect view: Data, processes, sensors, customers, products, and labels change. Without monitoring, degradation becomes visible only after business damage accumulates. The system design implication is to implement controls such as input drift monitor, prediction distribution monitor, label/performance monitor, alert thresholds."",""interview_framing"":""I would explain ML monitoring: drift, performance, and retraining triggers by first stating the mechanism, then giving a small example, then naming the architecture controls: input drift monitor, prediction distribution monitor, label/performance monitor."",""design_implications"":[""Monitoring design must separate technical service health from ML behavior health."",""Retraining must include validation and release governance, not just data refresh.""]}",,2026-05-22 15:58:58.585945+00,2026-05-22 15:58:58.585945+00
20260522_155857_mlf_020,assessment,mlf_020,"{""topic_id"":""mlf_020"",""questions"":[{""type"":""concept_check"",""question"":""Explain ML monitoring and how it differs from system uptime monitoring."",""question_id"":""q1"",""expected_focus"":[""input/prediction/performance"",""not just uptime"",""trust after deployment""]},{""type"":""tiny_hands_on"",""question"":""A feature distribution shifts this week, predictions shift next week, and labels arrive after 30 days. What can you monitor at each stage?"",""question_id"":""q2"",""expected_focus"":[""input drift"",""prediction drift"",""delayed performance labels""]},{""type"":""failure_diagnosis"",""question"":""A model API is healthy, but defect recall has silently dropped. What monitoring failed?"",""question_id"":""q3"",""expected_focus"":[""performance drift"",""model-quality monitoring"",""owner response""]},{""type"":""architect_decision"",""question"":""Design a monitoring and retraining trigger plan for a predictive quality model."",""question_id"":""q4"",""expected_focus"":[""signals"",""thresholds"",""owner"",""fallback"",""validation before release""]},{""type"":""teachback"",""question"":""Explain to a stakeholder why deployed ML needs monitoring beyond uptime dashboards."",""question_id"":""q5"",""expected_focus"":[""simple explanation"",""prediction trust"",""business consequence""]}]}",,2026-05-22 15:58:58.78037+00,2026-05-22 15:58:58.78037+00
20260522_155857_mlf_020,concept_note,mlf_020,"{""title"":""ML monitoring: drift, performance, and retraining triggers"",""topic_id"":""mlf_020"",""edge_case"":""Alerting without ownership or fallback."",""tiny_example"":""Humidity distribution shifts after a new drying process, and defect recall drops two weeks later. A good monitor flags feature drift early, tracks prediction shift, and later confirms performance drift when labels arrive."",""why_it_matters"":""Data, processes, sensors, customers, products, and labels change. Without monitoring, degradation becomes visible only after business damage accumulates."",""three_takeaways"":[""ML monitoring checks whether live inputs, predictions, model metrics, and business outcomes remain trustworthy after deployment."",""Input drift checks feature distributions. Prediction drift checks output patterns. Performance drift checks quality once labels arrive. Retraining triggers define when evidence is strong enough to review, retrain, validate, and redeploy."",""Monitoring design must separate technical service health from ML behavior health.""],""simple_explanation"":""A model can be technically online and still be wrong. API uptime tells you the service is alive; ML monitoring tells you whether the predictions still deserve trust. ML monitoring checks whether live inputs, predictions, model metrics, and business outcomes remain trustworthy after deployment. Mechanism: Input drift checks feature distributions. Prediction drift checks output patterns. Performance drift checks quality once labels arrive. Retraining triggers define when evidence is strong enough to review, retrain, validate, and redeploy."",""wrong_mental_model"":""Monitoring only uptime/latency."",""correct_mental_model"":""Use the topic-specific mechanism first, then translate it into controls: input drift monitor; prediction distribution monitor; label/performance monitor.""}",,2026-05-22 15:58:58.394127+00,2026-05-22 15:58:58.394127+00
20260522_155857_mlf_020,draft_verification,mlf_020,"{""mode"":""draft_verification_semantic_calibrated_v2"",""note"":""Verification uses semantic coverage. It gives hints only. Spelling is language noise; technical misuse is content feedback. Better answers remain hidden until final evaluation."",""items"":[{""verdict"":""Partial draft"",""question"":""Explain ML monitoring and how it differs from system uptime monitoring."",""copy_safe"":true,""question_id"":""q1"",""likely_score"":3,""coverage_gaps"":[""input/prediction/performance"",""trust after deployment""],""question_type"":""concept_check"",""misconceptions"":[],""writing_assist"":{""policy"":""Writing assist corrects language noise and precision hints only. It must not add new technical content or answer the mission for the learner."",""target_max"":140,""target_min"":80,""word_count"":109,""length_hint"":""Good length. Make sure every sentence contributes to the mission."",""length_status"":""good"",""sentence_count"":4,""repeated_phrases"":[],""has_language_noise"":false,""spelling_suggestions"":[],""technical_precision_hints"":[]},""readiness_score"":3,""next_improvement"":""input/prediction/performance"",""language_noise_note"":"""",""technical_precision_hints"":[]},{""verdict"":""Submit-ready draft"",""question"":""A feature distribution shifts this week, predictions shift next week, and labels arrive after 30 days. What can you monitor at each stage?"",""copy_safe"":true,""question_id"":""q2"",""likely_score"":4,""coverage_gaps"":[],""question_type"":""tiny_hands_on"",""misconceptions"":[],""writing_assist"":{""policy"":""Writing assist corrects language noise and precision hints only. It must not add new technical content or answer the mission for the learner."",""target_max"":160,""target_min"":60,""word_count"":89,""length_hint"":""Good length. Make sure every sentence contributes to the mission."",""length_status"":""good"",""sentence_count"":4,""repeated_phrases"":[],""has_language_noise"":false,""spelling_suggestions"":[],""technical_precision_hints"":[]},""readiness_score"":4,""next_improvement"":""To push from 4 to 5, add the concrete interpretation and the decision implication."",""language_noise_note"":"""",""technical_precision_hints"":[]},{""verdict"":""Partial draft"",""question"":""A model API is healthy, but defect recall has silently dropped. What monitoring failed?"",""copy_safe"":true,""question_id"":""q3"",""likely_score"":3,""coverage_gaps"":[""owner response"",""Separate symptom, likely cause, evidence to inspect, and prevention.""],""question_type"":""failure_diagnosis"",""misconceptions"":[],""writing_assist"":{""policy"":""Writing assist corrects language noise and precision hints only. It must not add new technical content or answer the mission for the learner."",""target_max"":140,""target_min"":80,""word_count"":69,""length_hint"":""Likely thin. Add the concrete example, mechanism, or control being asked for."",""length_status"":""thin"",""sentence_count"":4,""repeated_phrases"":[],""has_language_noise"":false,""spelling_suggestions"":[],""technical_precision_hints"":[]},""readiness_score"":3,""next_improvement"":""owner response"",""language_noise_note"":"""",""technical_precision_hints"":[]},{""verdict"":""Weak draft"",""question"":""Design a monitoring and retraining trigger plan for a predictive quality model."",""copy_safe"":true,""question_id"":""q4"",""likely_score"":2,""coverage_gaps"":[""signals"",""thresholds"",""fallback""],""question_type"":""architect_decision"",""misconceptions"":[],""writing_assist"":{""policy"":""Writing assist corrects language noise and precision hints only. It must not add new technical content or answer the mission for the learner."",""target_max"":140,""target_min"":80,""word_count"":89,""length_hint"":""Good length. Make sure every sentence contributes to the mission."",""length_status"":""good"",""sentence_count"":6,""repeated_phrases"":[],""has_language_noise"":false,""spelling_suggestions"":[],""technical_precision_hints"":[]},""readiness_score"":2,""next_improvement"":""signals"",""language_noise_note"":"""",""technical_precision_hints"":[]},{""verdict"":""Submit-ready draft"",""question"":""Explain to a stakeholder why deployed ML needs monitoring beyond uptime dashboards."",""copy_safe"":true,""question_id"":""q5"",""likely_score"":4,""coverage_gaps"":[""simple explanation""],""question_type"":""teachback"",""misconceptions"":[],""writing_assist"":{""policy"":""Writing assist corrects language noise and precision hints only. It must not add new technical content or answer the mission for the learner."",""target_max"":130,""target_min"":70,""word_count"":104,""length_hint"":""Good length. Make sure every sentence contributes to the mission."",""length_status"":""good"",""sentence_count"":8,""repeated_phrases"":[],""has_language_noise"":false,""spelling_suggestions"":[],""technical_precision_hints"":[]},""readiness_score"":4,""next_improvement"":""simple explanation"",""language_noise_note"":"""",""technical_precision_hints"":[]}],""summary"":{""weak_count"":1,""partial_count"":2,""likely_average"":3.2,""recommendation"":""Do not submit yet. Fix the weak draft or technical precision issue first."",""four_star_ready"":false,""readiness_average"":3.2,""submit_ready_count"":2},""topic_id"":""mlf_020"",""topic_title"":""ML monitoring: drift, performance, and retraining triggers"",""core_concepts_to_check"":[]}",,2026-05-23 13:29:45.005063+00,2026-05-23 14:42:44.936344+00
20260522_155857_mlf_020,evaluation,mlf_020,"{""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""decision"":""borderline"",""topic_id"":""mlf_020"",""strengths"":[""Identified key aspects of ML monitoring, including input drift, prediction drift, and performance drift."",""Provided a clear explanation of the importance of monitoring beyond uptime dashboards.""],""weak_spots"":[""In question 1, the explanation of concept drift was vague and could mislead; it should clarify that it involves shifts in the relationship between features and targets, not just input changes."",""In question 3, the response lacked specificity regarding what performance monitoring mechanisms failed, and it didn't name an owner for the monitoring."",""In question 4, while a layered approach was mentioned, it didn't clearly define the governance chain or specific thresholds and owners as required.""],""next_action"":""reinforce_and_continue"",""decision_reason"":""While the learner demonstrated a reasonable understanding of ML monitoring concepts, there were notable gaps in specificity and clarity in some responses, particularly regarding mechanisms and ownership."",""refined_explanation"":""The learner understands the basic concepts of ML monitoring, but needs to improve on articulating the specific mechanisms and ownership responsibilities involved in monitoring and retraining processes."",""refined_architect_summary"":""The learner provided a general overview of monitoring but needs to explicitly define the governance chain, including trigger mechanisms, evidence requirements, and ownership responsibilities in their architectural decisions.""}",,2026-05-26 18:16:18.15779+00,2026-05-26 18:16:18.15779+00
20260522_155857_mlf_020,lesson_blueprint,mlf_020,"{""title"":""ML monitoring: drift, performance, and retraining triggers"",""nuances"":[""You can monitor inputs and predictions before labels arrive."",""Performance metrics need labels and may arrive late."",""A dashboard without owner response is not monitoring.""],""missions"":[{""type"":""concept_check"",""question"":""Explain ML monitoring and how it differs from system uptime monitoring."",""question_id"":""q1"",""expected_focus"":[""input/prediction/performance"",""not just uptime"",""trust after deployment""]},{""type"":""tiny_hands_on"",""question"":""A feature distribution shifts this week, predictions shift next week, and labels arrive after 30 days. What can you monitor at each stage?"",""question_id"":""q2"",""expected_focus"":[""input drift"",""prediction drift"",""delayed performance labels""]},{""type"":""failure_diagnosis"",""question"":""A model API is healthy, but defect recall has silently dropped. What monitoring failed?"",""question_id"":""q3"",""expected_focus"":[""performance drift"",""model-quality monitoring"",""owner response""]},{""type"":""architect_decision"",""question"":""Design a monitoring and retraining trigger plan for a predictive quality model."",""question_id"":""q4"",""expected_focus"":[""signals"",""thresholds"",""owner"",""fallback"",""validation before release""]},{""type"":""teachback"",""question"":""Explain to a stakeholder why deployed ML needs monitoring beyond uptime dashboards."",""question_id"":""q5"",""expected_focus"":[""simple explanation"",""prediction trust"",""business consequence""]}],""topic_id"":""mlf_020"",""definition"":""ML monitoring checks whether live inputs, predictions, model metrics, and business outcomes remain trustworthy after deployment."",""core_mechanism"":""Input drift checks feature distributions. Prediction drift checks output patterns. Performance drift checks quality once labels arrive. Retraining triggers define when evidence is strong enough to review, retrain, validate, and redeploy."",""blueprint_version"":""teaching_evaluation_contract_v2"",""common_confusions"":[""Monitoring only uptime/latency."",""Retraining on a schedule without evidence."",""Alerting without ownership or fallback.""],""teaching_contract"":{""missions"":{""q1"":{""unsafe_leap"":""Do not replace the topic-specific reasoning with generic production-risk language."",""not_required"":""Do not add evidence, metrics, or controls not requested by the scenario unless you clearly label them as an architect enhancement."",""parallel_example"":"""",""required_demonstration"":[""Address the published focus: input/prediction/performance."",""Address the published focus: not just uptime."",""Address the published focus: trust after deployment.""]},""q2"":{""unsafe_leap"":""Do not replace the topic-specific reasoning with generic production-risk language."",""not_required"":""Use calculations only when the question provides numbers or explicitly requests a calculation. Scenario questions require a valid conclusion, invalid conclusion, evidence check, and safe action."",""parallel_example"":"""",""required_demonstration"":[""Address the published focus: input drift."",""Address the published focus: prediction drift."",""Address the published focus: delayed performance labels.""]},""q3"":{""unsafe_leap"":""Do not replace the topic-specific reasoning with generic production-risk language."",""not_required"":""Do not add evidence, metrics, or controls not requested by the scenario unless you clearly label them as an architect enhancement."",""parallel_example"":"""",""required_demonstration"":[""Address the published focus: performance drift."",""Address the published focus: model-quality monitoring."",""Address the published focus: owner response."",""Separate symptom, mechanism, evidence and prevention.""]},""q4"":{""unsafe_leap"":""Do not replace the topic-specific reasoning with generic production-risk language."",""not_required"":""Do not add evidence, metrics, or controls not requested by the scenario unless you clearly label them as an architect enhancement."",""parallel_example"":"""",""required_demonstration"":[""Address the published focus: signals."",""Address the published focus: thresholds."",""Address the published focus: owner."",""Address the published focus: fallback."",""Show the governance chain: trigger, evidence, owner, approval/action, and monitoring or response."",""Use relevant taught controls such as: input drift monitor, prediction distribution monitor, label/performance monitor, alert thresholds.""]},""q5"":{""unsafe_leap"":""Do not replace the topic-specific reasoning with generic production-risk language."",""not_required"":""Do not add evidence, metrics, or controls not requested by the scenario unless you clearly label them as an architect enhancement."",""parallel_example"":"""",""required_demonstration"":[""Address the published focus: simple explanation."",""Address the published focus: prediction trust."",""Address the published focus: business consequence.""]}},""shared_rule"":""The evaluator may judge only the published mission focus and technically incorrect claims, not hidden requirements."",""grading_boundary"":""Architect missions require explicit control and ownership reasoning when those requirements are shown before submission.""},""do_not_waste_words"":[""Do not say monitor drift generically."",""Do not confuse API uptime with model quality."",""Do not say retrain without trigger and validation.""],""mission_answer_frame"":[""Name monitored signals."",""Separate drift without labels from performance with labels."",""Define thresholds/time windows."",""Name owner and response."",""Define retraining and validation path.""],""system_design_controls"":[""input drift monitor"",""prediction distribution monitor"",""label/performance monitor"",""alert thresholds"",""fallback rule"",""retraining trigger"",""model release validation""]}",,2026-05-22 15:58:59.761817+00,2026-05-22 15:58:59.761817+00
20260522_155857_mlf_020,practice_coaching,mlf_020,"{""title"":""Flag a monitored feature mean shift"",""passed"":true,""topic_id"":""mlf_020"",""next_step"":""Good. Now connect the metric result to the production decision and threshold policy."",""better_code"":""def calculate_accuracy(y_true, y_pred):\n    if not y_true:\n        return 0.0\n    correct = sum(1 for actual, predicted in zip(y_true, y_pred) if actual == predicted)\n    return correct / len(y_true)\n"",""diagnostics"":{""hints"":[],""failed_categories"":[],""failed_hidden_count"":0,""failed_visible_count"":0},""exercise_id"":""mlf_020_monitor_mean_shift_v1"",""test_summary"":{""passed"":true,""total_tests"":3,""hidden_total"":1,""total_passed"":3,""hidden_passed"":1,""visible_total"":2,""visible_passed"":2},""diagnostic_hints"":[],""failed_categories"":[],""interpretation_score"":5,""better_interpretation"":""The 0.8 accuracy looks good, but the model missed the only positive case. In production, that could be the exact case the business cares about, such as a defect, fraud, or failure risk. I would inspect the confusion matrix and add recall/precision for the positive class before trusting the model. The metric should match the cost of false negatives and false positives."",""missing_interpretation_focus"":[]}",,2026-05-26 18:16:19.116995+00,2026-05-26 18:16:19.116995+00
20260522_155857_mlf_020,practice_exercise,mlf_020,"{""title"":""Flag a monitored feature mean shift"",""prompt"":""Implement mean_shift_alert(reference_values, current_values, tolerance). Return True when the absolute difference between the two means is greater than tolerance; otherwise return False. Return False for empty inputs."",""topic_id"":""mlf_020"",""exercise_id"":""mlf_020_monitor_mean_shift_v1"",""skill_focus"":[""drift signal"",""threshold rule"",""monitoring response""],""hidden_tests"":[{""args"":[[],[1],0.1],""name"":""empty_input"",""reason"":""Empty monitoring windows cannot produce a valid alert."",""expected"":false,""concept_tag"":""empty_window""}],""starter_code"":""def mean_shift_alert(reference_values, current_values, tolerance):\n    # Compare the mean of the reference and current windows.\n    # Return True only when absolute mean difference > tolerance.\n    pass\n"",""function_name"":""mean_shift_alert"",""visible_tests"":[{""args"":[[10,10,10],[12,12,12],1],""name"":""large_shift_alert"",""reason"":""Mean changes by 2.0, above tolerance."",""expected"":true,""concept_tag"":""threshold_rule"",""show_inputs"":true,""failure_hint"":""Compare absolute mean difference with tolerance.""},{""args"":[[10,10],[10.4,10.4],0.5],""name"":""within_tolerance"",""reason"":""Mean change is within tolerance."",""expected"":false,""concept_tag"":""no_false_alert"",""show_inputs"":true,""failure_hint"":""Use greater-than rather than greater-than-or-equal unless instructed.""}],""timeout_seconds"":2,""interpretation_prompt"":""Explain what this alert does and does not prove. Name the next investigation, an owner, and a retraining or fallback rule."",""expected_interpretation_focus"":[""input drift signal"",""not proof of performance failure"",""investigation"",""owner/action"",""retraining or fallback""],""interpretation_keyword_groups"":[{""label"":""input drift signal"",""keywords"":[""drift"",""shift"",""distribution"",""input""]},{""label"":""not performance proof"",""keywords"":[""not prove"",""not proof"",""labels"",""performance"",""recall""]},{""label"":""investigation"",""keywords"":[""investigate"",""check"",""compare"",""review""]},{""label"":""owner/action"",""keywords"":[""owner"",""quality"",""ml"",""alert"",""response""]},{""label"":""retraining or fallback"",""keywords"":[""retrain"",""fallback"",""threshold"",""validate""]}]}",,2026-05-22 15:58:59.174046+00,2026-05-22 15:58:59.174046+00
20260522_155857_mlf_020,practice_result,mlf_020,"{""error"":"""",""title"":""Flag a monitored feature mean shift"",""status"":""passed"",""summary"":{""passed"":true,""total_tests"":3,""hidden_total"":1,""total_passed"":3,""hidden_passed"":1,""visible_total"":2,""visible_passed"":2},""topic_id"":""mlf_020"",""diagnostics"":{""hints"":[],""failed_categories"":[],""failed_hidden_count"":0,""failed_visible_count"":0},""exercise_id"":""mlf_020_monitor_mean_shift_v1"",""hidden_tests"":[{""name"":""hidden_test_1"",""passed"":true,""scenario"":""Empty monitoring windows cannot produce a valid alert."",""visibility"":""hidden"",""concept_tag"":""empty_window"",""failure_hint"":""Re-check the formula and edge cases for this scenario."",""failure_category"":""empty_window""}],""function_name"":""mean_shift_alert"",""visible_tests"":[{""args"":[[10,10,10],[12,12,12],1],""name"":""large_shift_alert"",""error"":"""",""actual"":true,""kwargs"":{},""passed"":true,""reason"":""Mean changes by 2.0, above tolerance."",""expected"":true,""scenario"":""Mean changes by 2.0, above tolerance."",""visibility"":""visible"",""concept_tag"":""threshold_rule"",""show_actual"":true,""show_inputs"":true,""failure_hint"":""Compare absolute mean difference with tolerance."",""show_expected"":true,""failure_category"":""threshold_rule""},{""args"":[[10,10],[10.4,10.4],0.5],""name"":""within_tolerance"",""error"":"""",""actual"":false,""kwargs"":{},""passed"":true,""reason"":""Mean change is within tolerance."",""expected"":false,""scenario"":""Mean change is within tolerance."",""visibility"":""visible"",""concept_tag"":""no_false_alert"",""show_actual"":true,""show_inputs"":true,""failure_hint"":""Use greater-than rather than greater-than-or-equal unless instructed."",""show_expected"":true,""failure_category"":""no_false_alert""}],""function_names"":[""mean_shift_alert""],""interpretation"":{""text"":""This function detects an input drift signal by comparing the current mean of a monitored feature against its reference mean. For example, if the average sensor value during training was 10 and the current average rises to 13 with a tolerance of 2, it raises an alert because the shift is 3. However, this does not prove that model performance has degraded or that retraining is required. The alert should trigger investigation by the ML owner and process owner: check data quality, sensor calibration, segment-level model performance, and operational changes. Retraining or fallback action should be considered only if drift is confirmed to affect predictions or business outcomes."",""score"":5,""matched_focus"":[""input drift signal"",""not performance proof"",""investigation"",""owner/action"",""retraining or fallback""],""missing_focus"":[],""expected_focus"":[""input drift signal"",""not proof of performance failure"",""investigation"",""owner/action"",""retraining or fallback""]}}",,2026-05-26 18:11:54.29565+00,2026-05-26 18:16:18.928134+00
20260522_155857_mlf_020,practice_submission,mlf_020,"{""code"":""def mean_shift_alert(reference_values, current_values, tolerance):\n    # Return False when either monitoring window has no values.\n    if not reference_values or not current_values:\n        return False\n\n    # Calculate mean values for baseline and current windows.\n    reference_mean = sum(reference_values) / len(reference_values)\n    current_mean = sum(current_values) / len(current_values)\n\n    # Raise an alert only when the mean shift exceeds tolerance.\n    return abs(current_mean - reference_mean) > tolerance"",""status"":""pending_evaluation"",""topic_id"":""mlf_020"",""exercise_id"":""mlf_020_monitor_mean_shift_v1"",""interpretation"":""This function detects an input drift signal by comparing the current mean of a monitored feature against its reference mean. For example, if the average sensor value during training was 10 and the current average rises to 13 with a tolerance of 2, it raises an alert because the shift is 3. However, this does not prove that model performance has degraded or that retraining is required. The alert should trigger investigation by the ML owner and process owner: check data quality, sensor calibration, segment-level model performance, and operational changes. Retraining or fallback action should be considered only if drift is confirmed to affect predictions or business outcomes.""}",,2026-05-26 18:11:54.097806+00,2026-05-26 18:16:18.737626+00
20260522_155857_mlf_020,practice_submission_template,mlf_020,"{""code"":""def mean_shift_alert(reference_values, current_values, tolerance):\n    # Compare the mean of the reference and current windows.\n    # Return True only when absolute mean difference > tolerance.\n    pass\n"",""status"":""pending_user_submission"",""topic_id"":""mlf_020"",""exercise_id"":""mlf_020_monitor_mean_shift_v1"",""interpretation"":""""}",,2026-05-22 15:58:59.365678+00,2026-05-22 15:58:59.365678+00
20260522_155857_mlf_020,rewards,mlf_020,"{""run_id"":""20260522_155857_mlf_020"",""scores"":{""communication"":3,""conceptual_clarity"":3,""architect_reasoning"":3,""practical_reasoning"":3},""decision"":""borderline"",""topic_id"":""mlf_020"",""total_xp"":875,""completed"":true,""xp_earned"":40,""xp_policy"":""best_completed_attempt_per_topic"",""best_stars"":3,""topic_title"":""ML monitoring: drift, performance, and retraining triggers"",""badge_labels"":"""",""stars_earned"":3,""badges_awarded"":[],""policy_version"":""v2_best_completed_attempt_2026_05"",""best_completed_xp"":40,""base_xp_for_attempt"":40,""best_completion_streak"":11,""current_completion_streak"":8}",,2026-05-26 18:16:18.346788+00,2026-05-26 18:16:18.346788+00
20260522_155857_mlf_020,selected_topic,mlf_020,"{""reason"":""Selected next unlocked curriculum item 'mlf_020'."",""selection_mode"":""next_unlocked"",""prerequisite_gap"":null,""selected_topic_id"":""mlf_020""}",,2026-05-22 15:58:58.203141+00,2026-05-22 15:58:58.203141+00
20260526_181935_mlf_021,answer_coaching,mlf_021,"{""mode"":""contract_aligned_semantic_coaching_v3"",""coaching"":[{""question"":""Explain why cross-validation is not automatically a valid validation strategy for manufacturing ML."",""question_id"":""q1"",""your_answer"":""Validation strategies are the honest validation of the deployment environment. Each validation strategy is selected by defining deployment boundry. If it is future prediction then select time bound, if it is unseen assets then select group split and if it is class-balance, then it is stratification. automatically selecting cross Validation will lead to inaccurate predictions, wrong interpretation, time or group leakage and dishonest validation representation."",""better_answer"":""Validation strategy is the design of an honest rehearsal for the production decision, using splits that preserve the independence and ordering constraints of the real problem.. In practical terms, the mechanism is: Choose the split unit from the production boundary: time-based split for future prediction, group split for unseen assets or customers, stratification for class balance only when row-level independence is valid, and nested validation when tuning must remain separate from final testing.. The important distinction is not the label of the technique, but how it changes model behavior. A strong answer should connect the concept to deployment boundary; time or group leakage; honest validation without turning it into generic production-risk language."",""answer_quality"":""partial"",""what_kept_from_5"":""To move from 4 to 5, add one precise mechanism, one concrete example, and one operational control."",""what_was_missing"":[],""architect_upgrade"":""I would explain Validation under time, group, and leakage constraints by first stating the mechanism, then giving a small example, then naming the architecture controls: split policy record, group leakage test, temporal cutoff validation."",""why_this_is_better"":""It defines the concept precisely and connects it to model behavior rather than vague system language."",""evidence_bound_findings"":[]},{""question"":""You have 24 months of sensor data from 12 production lines and must predict next-month defects on existing and new lines. Design the validation split you would test first."",""question_id"":""q2"",""your_answer"":""Since this is future predictions, the honest, strategy would be time-bound. However, since the data is for existing lines but predictions are expected for new lines, then the honest strategy should include line group based. Hence, for the given case I would define a strategy that combines both the strategies for an honest validation strategy."",""better_answer"":""Start from the exact numbers or scenario in the question, then apply the mechanism: Choose the split unit from the production boundary: time-based split for future prediction, group split for unseen assets or customers, stratification for class balance only when row-level independence is valid, and nested validation when tuning must remain separate from final testing.. After the calculation or comparison, state the practical decision. For this topic, the decision should be tied to time cutoff; line grouping; comparison of deployment scenarios, not to a broad statement that the model may fail."",""answer_quality"":""partial"",""what_kept_from_5"":""To move from 4 to 5, connect the number or segment comparison to a concrete decision trigger."",""what_was_missing"":[""comparison of deployment scenarios""],""architect_upgrade"":""Upgrade by adding the metric comparison or numerical check you would use before trusting the model."",""why_this_is_better"":""It uses observable behavior, metrics, or calculation instead of staying at theory level."",""evidence_bound_findings"":[]},{""question"":""A model scored very highly in random cross-validation, then failed on a newly commissioned line. What likely went wrong and what evidence would prove it?"",""question_id"":""q3"",""your_answer"":""A validation strategy is defined based on deployment boundry. In case of unseen assets the random cross-validation may miss the differential line data and may have data selected in train and validation for the same line. This would generate an overfitted model with great test and validationn accuracies. But such a model fails in production upon encountering unseen data. The same is happening here as well. On a newly commissioned line, such a model will fail because in test and validation, this model has ssen only one line data and is overfitted on it. In such senarios, where unseen assets are expected, we use group-split based validation strategy."",""better_answer"":""The symptom should be separated from the cause. The likely mechanism is: Choose the split unit from the production boundary: time-based split for future prediction, group split for unseen assets or customers, stratification for class balance only when row-level independence is valid, and nested validation when tuning must remain separate from final testing.. Evidence to inspect would include the relevant metrics, pipeline step, or segment behavior. Prevention should use controls such as split policy record; group leakage test; temporal cutoff validation; untouched final test set; fold-level segment report."",""answer_quality"":""partial"",""what_kept_from_5"":""To move from 4 to 5, add the exact evidence you would inspect and how each evidence path changes the fix."",""what_was_missing"":[""fold composition""],""architect_upgrade"":""Upgrade by separating observed symptom, likely model failure, data/pipeline evidence, and production control fix."",""why_this_is_better"":""It names the likely mechanism and what evidence would confirm it, instead of only describing the symptom."",""evidence_bound_findings"":[]},{""question"":""Define a validation-governance standard for a predictive-quality platform supporting multiple plants and retraining cycles."",""question_id"":""q4"",""your_answer"":""split policy: For defining the validation-governance for a predictive-quality platform for multiple plants, I would design a line-group split. So that the unseen plants and assets are, when encountered, the model does not fail.\ntest-set isolation: the test and validation dataset will be isolated so as to avoid the temporal and class-imbalance based leakage.\napproval evidence: based on the honest validation strategy and deployment boundry, we firm up the split strategy.\nowner: Ownership of the split strategy change soley dependes on the thresholds defined via business policies.\nMonitoring mechanisms will be setup in place to validate the precision-recall drifts, threshold tracking and accuracy tracking so as to take a decision on the change in any policy."",""better_answer"":""I would govern Validation under time, group, and leakage constraints through explicit controls: split policy record; group leakage test; temporal cutoff validation; untouched final test set; fold-level segment report. The decision should be validated with evidence tied to split policy; test-set isolation; approval evidence; owner. A production-ready answer should also name the monitoring signal, threshold or review rule, and owner/action when the rule is breached."",""answer_quality"":""partial"",""what_kept_from_5"":""To move from 4 to 5, add owner, review cadence, metric threshold, breach trigger, and operational response."",""what_was_missing"":[],""architect_upgrade"":""Upgrade by naming the exact controls: validation gate, metric threshold, monitoring signal, fallback policy, retraining trigger, and response owner."",""why_this_is_better"":""It converts a broad intention into controls that can be implemented, monitored, and owned."",""evidence_bound_findings"":[]},{""question"":""Explain to a project sponsor why a lower score from an honest split is more useful than a higher score from an unrealistic split."",""question_id"":""q5"",""your_answer"":""Lets say we are building a defect detection model for an assembly line 1 but we also expect to reuse the same model, when line 2 is commissioned after 2 months. In such a case if we use a random set of data for validation from the total historical data, then the model will give high accuracies because it has learned the actuals instead of the patterns. But this is a fake accuracy based on a dishonest split. As soon as this model is deployed and it encounters unseen line 2 data, it will fail. On the contrary, if we have a model tested and validated on a honest split, considering production conditions and future unseen asset encounters, then even if we have low validation accuracy, the predictions by this model in production will be believable."",""better_answer"":""I would explain it simply: A random split is not automatically fair. If production predicts future months, unseen vehicles, or new plants, validation must imitate that boundary.. For a business example, A predictive-quality dataset contains repeated measurements from each machine. A random row split puts readings from Machine A into both train and validation. The model appears strong because it has effectively already seen that machine. Group holdout by machine gives a more honest estimate for performance on a newly installed machine.. The key message is the business consequence and the control, not the technical vocabulary."",""answer_quality"":""partial"",""what_kept_from_5"":""To move from 4 to 5, make the analogy simpler and close with the business efficiency or risk consequence."",""what_was_missing"":[""deployment risk""],""architect_upgrade"":""Upgrade by explaining the business consequence in one concrete manufacturing, monitoring, or quality example."",""why_this_is_better"":""It is simpler, business-facing, and still keeps the production consequence visible."",""evidence_bound_findings"":[]}],""topic_id"":""mlf_021""}",,2026-05-27 16:26:19.36749+00,2026-05-27 16:26:19.36749+00
